instance,algorithm,variant,K,N,M,time_seconds,cost,num_influencers,covered_count,success,stdout_snippet
ninstance_692.txt,fb,micro,10,150,20,0.007075,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_692.txt,fb,macro,5,150,20,0.152501,1653,16,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1653"
ninstance_692.txt,fb,macro,10,150,20,0.005338,5326,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 5326"
ninstance_692.txt,bt,todos,,150,20,0.133428,1653,16,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1653"
ninstance_692.txt,bt,micro,5,150,20,0.004882,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_692.txt,bt,micro,10,150,20,0.007442,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_692.txt,bt,macro,5,150,20,0.133396,1653,16,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1653"
ninstance_692.txt,bt,macro,10,150,20,0.005085,5326,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 5326"
ninstance_695.txt,fb,todos,,25,15,0.015214,422,10,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 3 4 6 7 8 9 10 11 12
Costo total: 422"
ninstance_695.txt,fb,micro,5,25,15,0.008228,464,11,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 11
Costo total: 464"
ninstance_695.txt,fb,micro,10,25,15,0.014828,422,10,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 2 3 5 6 7 8 9 10 11
Costo total: 422"
ninstance_695.txt,fb,macro,5,25,15,0.004568,891,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 891"
ninstance_695.txt,fb,macro,10,25,15,0.005332,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_695.txt,bt,todos,,25,15,0.014285,422,10,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 3 4 6 7 8 9 10 11 12
Costo total: 422"
ninstance_695.txt,bt,micro,5,25,15,0.006958,464,11,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 11
Costo total: 464"
ninstance_695.txt,bt,micro,10,25,15,0.014436,422,10,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 2 3 5 6 7 8 9 10 11
Costo total: 422"
ninstance_695.txt,bt,macro,5,25,15,0.005423,891,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 891"
ninstance_695.txt,bt,macro,10,25,15,0.004660,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_711.txt,fb,todos,,150,15,0.018244,998,12,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 998"
ninstance_711.txt,fb,micro,5,150,15,0.004532,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_711.txt,fb,micro,10,150,15,0.005262,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_711.txt,fb,macro,5,150,15,0.018092,998,12,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 998"
ninstance_711.txt,fb,macro,10,150,15,0.007194,1465,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 1465"
ninstance_711.txt,bt,todos,,150,15,0.016840,998,12,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 998"
ninstance_711.txt,bt,micro,5,150,15,0.004742,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_711.txt,bt,micro,10,150,15,0.004608,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_711.txt,bt,macro,5,150,15,0.016707,998,12,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 998"
ninstance_711.txt,bt,macro,10,150,15,0.005887,1465,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 1465"
ninstance_713.txt,fb,todos,,50,20,0.247362,615,12,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 6 7 9 11 14 15 17 18 19
Costo total: 615"
ninstance_713.txt,fb,micro,5,50,20,0.005828,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_713.txt,fb,micro,10,50,20,0.050105,632,13,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 10 13 14 15
Costo total: 632"
ninstance_713.txt,fb,macro,5,50,20,0.004822,1187,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1187"
ninstance_713.txt,fb,macro,10,50,20,0.005026,1187,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1187"
ninstance_713.txt,bt,todos,,50,20,0.231164,615,12,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 3 4 5 6 7 9 11 14 15 17 18 19
Costo total: 615"
ninstance_713.txt,bt,micro,5,50,20,0.005724,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_713.txt,bt,micro,10,50,20,0.033621,632,13,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 10 13 14 15
Costo total: 632"
ninstance_713.txt,bt,macro,5,50,20,0.004706,1187,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1187"
ninstance_713.txt,bt,macro,10,50,20,0.005606,1187,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1187"
ninstance_724.txt,fb,todos,,50,15,0.026692,641,3,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 641"
ninstance_724.txt,fb,micro,5,50,15,0.004971,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_724.txt,fb,micro,10,50,15,0.007675,920,12,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11
Costo total: 920"
ninstance_724.txt,fb,macro,5,50,15,0.004931,641,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 641"
ninstance_724.txt,fb,macro,10,50,15,0.005478,641,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 641"
ninstance_724.txt,bt,todos,,50,15,0.025689,641,3,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 641"
ninstance_724.txt,bt,micro,5,50,15,0.005185,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_724.txt,bt,micro,10,50,15,0.006865,920,12,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11
Costo total: 920"
ninstance_724.txt,bt,macro,5,50,15,0.004688,641,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 641"
ninstance_724.txt,bt,macro,10,50,15,0.005558,641,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 641"
ninstance_729.txt,fb,todos,,25,10,0.005361,154,2,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 154"
ninstance_729.txt,fb,micro,5,25,10,0.004510,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_729.txt,fb,micro,10,25,10,0.005210,237,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7
Costo total: 237"
ninstance_729.txt,fb,macro,5,25,10,0.004632,154,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 154"
ninstance_729.txt,fb,macro,10,25,10,0.004382,154,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 154"
ninstance_729.txt,bt,todos,,25,10,0.005599,154,2,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 154"
ninstance_729.txt,bt,micro,5,25,10,0.004618,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_729.txt,bt,micro,10,25,10,0.004663,237,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7
Costo total: 237"
ninstance_729.txt,bt,macro,5,25,10,0.004430,154,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 154"
ninstance_729.txt,bt,macro,10,25,10,0.005204,154,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 154"
ninstance_731.txt,fb,todos,,50,15,0.019444,457,11,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 7 8 9 10 11 12 13 14
Costo total: 457"
ninstance_731.txt,fb,micro,5,50,15,0.004581,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_731.txt,fb,micro,10,50,15,0.007547,457,11,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 4 5 6 7 8 9 10 11
Costo total: 457"
ninstance_731.txt,fb,macro,5,50,15,0.004568,638,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 638"
ninstance_731.txt,fb,macro,10,50,15,0.004473,638,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 638"
ninstance_731.txt,bt,todos,,50,15,0.018695,457,11,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 3 4 5 7 8 9 10 11 12 13 14
Costo total: 457"
ninstance_731.txt,bt,micro,5,50,15,0.004870,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_731.txt,bt,micro,10,50,15,0.006357,457,11,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 4 5 6 7 8 9 10 11
Costo total: 457"
ninstance_731.txt,bt,macro,5,50,15,0.004488,638,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 638"
ninstance_731.txt,bt,macro,10,50,15,0.005260,638,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 638"
ninstance_732.txt,fb,todos,,25,15,0.014939,336,6,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 1 2 3 12 13 14
Costo total: 336"
ninstance_732.txt,fb,micro,5,25,15,0.006259,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_732.txt,fb,micro,10,25,15,0.013103,362,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 2 4 7 8 9 10 11 13
Costo total: 362"
ninstance_732.txt,fb,macro,5,25,15,0.004699,409,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 409"
ninstance_732.txt,fb,macro,10,25,15,0.004560,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_732.txt,bt,todos,,25,15,0.014900,336,6,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 1 2 3 12 13 14
Costo total: 336"
ninstance_732.txt,bt,micro,5,25,15,0.005844,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_732.txt,bt,micro,10,25,15,0.012422,362,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 2 4 7 8 9 10 11 13
Costo total: 362"
ninstance_732.txt,bt,macro,5,25,15,0.005478,409,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 409"
ninstance_732.txt,bt,macro,10,25,15,0.004984,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_737.txt,fb,todos,,25,10,0.006169,266,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 2 3 4 5 7 8 9
Costo total: 266"
ninstance_737.txt,fb,micro,5,25,10,0.004660,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_737.txt,fb,micro,10,25,10,0.005183,266,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 5 6 7
Costo total: 266"
ninstance_737.txt,fb,macro,5,25,10,0.005944,280,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 280"
ninstance_737.txt,fb,macro,10,25,10,0.005310,280,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 280"
ninstance_737.txt,bt,todos,,25,10,0.005340,266,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 2 3 4 5 7 8 9
Costo total: 266"
ninstance_737.txt,bt,micro,5,25,10,0.004437,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_737.txt,bt,micro,10,25,10,0.005323,266,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 5 6 7
Costo total: 266"
ninstance_737.txt,bt,macro,5,25,10,0.004681,280,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 280"
ninstance_737.txt,bt,macro,10,25,10,0.004662,280,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 280"
ninstance_739.txt,fb,todos,,25,10,0.005810,354,5,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 3 4 5 9
Costo total: 354"
ninstance_739.txt,fb,micro,5,25,10,0.004490,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_739.txt,fb,micro,10,25,10,0.004919,378,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 1 2 3 4 5 7 8
Costo total: 378"
ninstance_739.txt,fb,macro,5,25,10,0.005512,354,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 354"
ninstance_739.txt,fb,macro,10,25,10,0.004622,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_739.txt,bt,todos,,25,10,0.004958,354,5,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 3 4 5 9
Costo total: 354"
ninstance_739.txt,bt,micro,5,25,10,0.005065,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_739.txt,bt,micro,10,25,10,0.004979,378,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 1 2 3 4 5 7 8
Costo total: 378"
ninstance_739.txt,bt,macro,5,25,10,0.004601,354,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 354"
ninstance_739.txt,bt,macro,10,25,10,0.004532,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_743.txt,fb,todos,,100,15,0.011991,1237,12,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 1237"
ninstance_743.txt,fb,micro,5,100,15,0.004973,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_743.txt,fb,micro,10,100,15,0.005154,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_743.txt,fb,macro,5,100,15,0.015741,3395,13,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 3 4 5 6 7 8 9 10 11 12 13
Costo total: 3395"
ninstance_743.txt,fb,macro,10,100,15,0.004695,3681,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 3681"
ninstance_743.txt,bt,todos,,100,15,0.011362,1237,12,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 1237"
ninstance_743.txt,bt,micro,5,100,15,0.004519,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_743.txt,bt,micro,10,100,15,0.005510,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_743.txt,bt,macro,5,100,15,0.010567,3395,13,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 3 4 5 6 7 8 9 10 11 12 13
Costo total: 3395"
ninstance_743.txt,bt,macro,10,100,15,0.005122,3681,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 3681"
ninstance_755.txt,fb,todos,,25,15,0.017594,257,6,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 1 2 3 5 6 9
Costo total: 257"
ninstance_755.txt,fb,micro,5,25,15,0.005899,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_755.txt,fb,micro,10,25,15,0.012685,286,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 3 4 6 7 8 9
Costo total: 286"
ninstance_755.txt,fb,macro,5,25,15,0.004832,296,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 296"
ninstance_755.txt,fb,macro,10,25,15,0.004595,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_755.txt,bt,todos,,25,15,0.017076,257,6,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 1 2 3 5 6 9
Costo total: 257"
ninstance_755.txt,bt,micro,5,25,15,0.005619,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_755.txt,bt,micro,10,25,15,0.010939,286,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 3 4 6 7 8 9
Costo total: 286"
ninstance_755.txt,bt,macro,5,25,15,0.005351,296,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 296"
ninstance_755.txt,bt,macro,10,25,15,0.004738,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_760.txt,fb,todos,,50,10,0.004949,364,8,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 2 3 4 5 6 7 8 9
Costo total: 364"
ninstance_760.txt,fb,micro,5,50,10,0.005034,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
