instance,algorithm,variant,K,N,M,time_seconds,cost,num_influencers,covered_count,success,stdout_snippet
ninstance_528.txt,fb,macro,10,100,20,0.005974,1592,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1592"
ninstance_528.txt,bt,todos,,100,20,0.345152,1153,16,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
Costo total: 1153"
ninstance_528.txt,bt,micro,5,100,20,0.004799,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_528.txt,bt,micro,10,100,20,0.009334,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_528.txt,bt,macro,5,100,20,0.017451,1592,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1592"
ninstance_528.txt,bt,macro,10,100,20,0.005821,1592,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1592"
ninstance_534.txt,fb,todos,,50,20,0.424006,548,11,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 4 6 7 8 9 10 15 16 17 18
Costo total: 548"
ninstance_534.txt,fb,micro,5,50,20,0.010926,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_534.txt,fb,micro,10,50,20,0.054929,559,13,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 2 3 4 5 6 7 10 11 12 13 14 15
Costo total: 559"
ninstance_534.txt,fb,macro,5,50,20,0.005172,692,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 692"
ninstance_534.txt,fb,macro,10,50,20,0.006865,692,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 692"
ninstance_534.txt,bt,todos,,50,20,0.410065,548,11,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 4 6 7 8 9 10 15 16 17 18
Costo total: 548"
ninstance_534.txt,bt,micro,5,50,20,0.008695,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_534.txt,bt,micro,10,50,20,0.041809,559,13,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 2 3 4 5 6 7 10 11 12 13 14 15
Costo total: 559"
ninstance_534.txt,bt,macro,5,50,20,0.004993,692,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 692"
ninstance_534.txt,bt,macro,10,50,20,0.006273,692,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 692"
ninstance_543.txt,fb,todos,,150,25,7.786209,1594,20,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
Costo total: 1594"
ninstance_543.txt,fb,micro,5,150,25,0.005270,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_543.txt,fb,micro,10,150,25,0.096890,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_543.txt,fb,macro,5,150,25,1.321957,2692,5,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4
Costo total: 2692"
ninstance_543.txt,fb,macro,10,150,25,0.005162,2692,5,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4
Costo total: 2692"
ninstance_543.txt,bt,todos,,150,25,7.589113,1594,20,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
Costo total: 1594"
ninstance_543.txt,bt,micro,5,150,25,0.004985,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_543.txt,bt,micro,10,150,25,0.058404,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_543.txt,bt,macro,5,150,25,0.746286,2692,5,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4
Costo total: 2692"
ninstance_543.txt,bt,macro,10,150,25,0.004899,2692,5,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4
Costo total: 2692"
ninstance_544.txt,fb,todos,,150,10,0.006579,490,2,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 490"
ninstance_544.txt,fb,micro,5,150,10,0.004540,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_544.txt,fb,micro,10,150,10,0.005120,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_544.txt,fb,macro,5,150,10,0.006225,490,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 490"
ninstance_544.txt,fb,macro,10,150,10,0.007025,490,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 490"
ninstance_544.txt,bt,todos,,150,10,0.005220,490,2,150,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 490"
ninstance_544.txt,bt,micro,5,150,10,0.005402,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_544.txt,bt,micro,10,150,10,0.006774,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_544.txt,bt,macro,5,150,10,0.005439,490,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 490"
ninstance_544.txt,bt,macro,10,150,10,0.006515,490,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 490"
ninstance_546.txt,fb,todos,,100,15,0.012724,1396,12,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 1396"
ninstance_546.txt,fb,micro,5,100,15,0.004454,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_546.txt,fb,micro,10,100,15,0.007491,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_546.txt,fb,macro,5,100,15,0.013210,1396,12,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 1396"
ninstance_546.txt,fb,macro,10,100,15,0.005555,4257,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 4257"
ninstance_546.txt,bt,todos,,100,15,0.011348,1396,12,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 1396"
ninstance_546.txt,bt,micro,5,100,15,0.006066,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_546.txt,bt,micro,10,100,15,0.005606,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_546.txt,bt,macro,5,100,15,0.012597,1396,12,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 3 4 5 6 7 8 9 10 11 12 13 14
Costo total: 1396"
ninstance_546.txt,bt,macro,10,100,15,0.004562,4257,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 4257"
ninstance_549.txt,fb,todos,,100,10,0.005341,829,8,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 2 3 4 5 6 7 8 9
Costo total: 829"
ninstance_549.txt,fb,micro,5,100,10,0.004789,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_549.txt,fb,micro,10,100,10,0.004560,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_549.txt,fb,macro,5,100,10,0.006468,829,8,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 2 3 4 5 6 7 8 9
Costo total: 829"
ninstance_549.txt,fb,macro,10,100,10,0.005342,829,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1
Costo total: 829"
ninstance_549.txt,bt,todos,,100,10,0.005264,829,8,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 2 3 4 5 6 7 8 9
Costo total: 829"
ninstance_549.txt,bt,micro,5,100,10,0.005730,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_549.txt,bt,micro,10,100,10,0.005029,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_549.txt,bt,macro,5,100,10,0.005157,829,8,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 2 3 4 5 6 7 8 9
Costo total: 829"
ninstance_549.txt,bt,macro,10,100,10,0.005779,829,2,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1
Costo total: 829"
ninstance_552.txt,fb,todos,,50,10,0.005269,949,10,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 9
Costo total: 949"
ninstance_552.txt,fb,micro,5,50,10,0.004458,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,fb,micro,10,50,10,0.005710,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,fb,macro,5,50,10,0.005264,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,fb,macro,10,50,10,0.004577,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,bt,todos,,50,10,0.006139,949,10,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9
Costo total: 949"
ninstance_552.txt,bt,micro,5,50,10,0.004816,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,bt,micro,10,50,10,0.004634,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,bt,macro,5,50,10,0.005975,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_552.txt,bt,macro,10,50,10,0.004858,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_558.txt,fb,todos,,50,20,0.549659,523,8,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 4 8 12 13 17
Costo total: 523"
ninstance_558.txt,fb,micro,5,50,20,0.007452,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_558.txt,fb,micro,10,50,20,0.053263,552,15,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 11 12 13 14 15
Costo total: 552"
ninstance_558.txt,fb,macro,5,50,20,0.007733,529,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 529"
ninstance_558.txt,fb,macro,10,50,20,0.006457,529,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 529"
ninstance_558.txt,bt,todos,,50,20,0.536204,523,8,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 1 2 4 8 12 13 17
Costo total: 523"
ninstance_558.txt,bt,micro,5,50,20,0.006208,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_558.txt,bt,micro,10,50,20,0.031969,552,15,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 11 12 13 14 15
Costo total: 552"
ninstance_558.txt,bt,macro,5,50,20,0.005096,529,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 529"
ninstance_558.txt,bt,macro,10,50,20,0.005823,529,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 529"
ninstance_561.txt,fb,todos,,25,20,0.210686,249,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 2 3 5 7 11 12 14
Costo total: 249"
ninstance_561.txt,fb,micro,5,25,20,0.063558,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_561.txt,fb,micro,10,25,20,0.209500,249,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 2 3 5 7 11 12 14
Costo total: 249"
ninstance_561.txt,fb,macro,5,25,20,0.004791,315,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 315"
ninstance_561.txt,fb,macro,10,25,20,0.006070,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_561.txt,bt,todos,,25,20,0.204053,249,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 2 3 5 7 11 12 14
Costo total: 249"
ninstance_561.txt,bt,micro,5,25,20,0.017968,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_561.txt,bt,micro,10,25,20,0.207395,249,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 2 3 5 7 11 12 14
Costo total: 249"
ninstance_561.txt,bt,macro,5,25,20,0.004825,315,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 315"
ninstance_561.txt,bt,macro,10,25,20,0.005659,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_562.txt,fb,todos,,50,20,0.315371,639,12,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 2 4 5 6 10 11 12 13 15 16 18
Costo total: 639"
ninstance_562.txt,fb,micro,5,50,20,0.047753,682,16,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
Costo total: 682"
ninstance_562.txt,fb,micro,10,50,20,0.047277,682,16,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
Costo total: 682"
ninstance_562.txt,fb,macro,5,50,20,0.004554,1311,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1311"
ninstance_562.txt,fb,macro,10,50,20,0.005537,1311,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2 3
Costo total: 1311"
ninstance_562.txt,bt,todos,,50,20,0.335851,639,12,50,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 2 4 5 6 10 11 12 13 15 16 18
Costo total: 639"
ninstance_562.txt,bt,micro,5,50,20,0.029678,682,16,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
Costo total: 682"
ninstance_562.txt,bt,micro,10,50,20,0.031909,682,16,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
Costo total: 682"
ninstance_562.txt,bt,macro,5,50,20,0.004933,1311,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1311"
ninstance_562.txt,bt,macro,10,50,20,0.004614,1311,4,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 0 1 2 3
Costo total: 1311"
ninstance_566.txt,fb,todos,,25,15,0.017706,220,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 1 2 3 4 7 9 12
Costo total: 220"
ninstance_566.txt,fb,micro,5,25,15,0.007948,222,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 0 2 4 6 7 8 9 11
Costo total: 222"
ninstance_566.txt,fb,micro,10,25,15,0.011854,222,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 2 4 6 8 9 10 11 13
Costo total: 222"
ninstance_566.txt,fb,macro,5,25,15,0.004416,281,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 281"
ninstance_566.txt,fb,macro,10,25,15,0.004379,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_566.txt,bt,todos,,25,15,0.016350,220,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 1 2 3 4 7 9 12
Costo total: 220"
ninstance_566.txt,bt,micro,5,25,15,0.007449,222,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 0 2 4 6 7 8 9 11
Costo total: 222"
ninstance_566.txt,bt,micro,10,25,15,0.010545,222,8,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 2 4 6 8 9 10 11 13
Costo total: 222"
ninstance_566.txt,bt,macro,5,25,15,0.004621,281,3,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 0 1 2
Costo total: 281"
ninstance_566.txt,bt,macro,10,25,15,0.004528,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_573.txt,fb,todos,,25,20,0.334957,284,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 3 4 5 10 12 19
Costo total: 284"
ninstance_573.txt,fb,micro,5,25,20,0.090969,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_573.txt,fb,micro,10,25,20,0.337311,284,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 0 3 4 5 10 12 19
Costo total: 284"
ninstance_573.txt,fb,macro,5,25,20,0.004742,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_573.txt,fb,macro,10,25,20,0.005613,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_573.txt,bt,todos,,25,20,0.276127,284,7,25,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Backtracking:
Influencers usados: 0 3 4 5 10 12 19
Costo total: 284"
ninstance_573.txt,bt,micro,5,25,20,0.057785,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_573.txt,bt,micro,10,25,20,0.278987,284,7,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Backtracking:
Influencers usados: 0 3 4 5 10 12 19
Costo total: 284"
ninstance_573.txt,bt,macro,5,25,20,0.004719,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 5
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_573.txt,bt,macro,10,25,20,0.005824,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MACRO] Influencers con |S_i| >= 10
Solucion de Backtracking:
Influencers usados: 
Costo total: 2147483647"
ninstance_593.txt,fb,todos,,100,15,0.034479,460,3,100,1,"=== Instancia cargada correctamente ===
[Modo TODOS] Se consideran todos los influencers.
Solucion de Fuerza Bruta:
Influencers usados: 0 1 2
Costo total: 460"
ninstance_593.txt,fb,micro,5,100,15,0.005555,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 5
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
ninstance_593.txt,fb,micro,10,100,15,0.005003,2147483647,0,,,"=== Instancia cargada correctamente ===
[Modo MICRO] Influencers con |S_i| < 10
Solucion de Fuerza Bruta:
Influencers usados: 
Costo total: 2147483647"
